gestMeaning@eiv1982f	@eiv1982f	191.087	191.87	дейктический жест: указание
gestMeaning@eiv1982f	@eiv1982f	197.4	199.2	жест внутреннего состояния: решимость
gestMeaning@eiv1982f	@eiv1982f	199.24	200.59	почёркивает ритм фразы
gestMeaning@eiv1982f	@eiv1982f	200.62	202.18	дейктический жест: общеуказательный
gestMeaning@eiv1982f	@eiv1982f	202.762	204.392	поддерживает свою коммуникацию, жест речевого действия: отрицание
gestMeaning@eiv1982f	@eiv1982f	204.42	204.81	поддерживает свою коммуникацию
gestMeaning@eiv1982f	@eiv1982f	211.15	211.85	поддержка своей коммуникации
gestMeaning@eiv1982f	@eiv1982f	211.885	215.185	поисковый жест: поиск слова, изобразительный жест: давно мытые люди
gestMeaning@eiv1982f	@eiv1982f	215.21	216.88	жест речевого состояния: веселье
gestMeaning@eiv1982f	@eiv1982f	216.9	218.99	изобразительный жест: плохо чёсанная борода
gestMeaning@eiv1982f	@eiv1982f	219.02	222.75	изобразительный жест: остатки еды в бороде
gestMeaning@eiv1982f	@eiv1982f	222.76	224.11	поддерживает свою коммуникацию
gestMeaning@eiv1982f	@eiv1982f	225.35	226.025	жест речевого действия: риторический вопрос
gestMeaning@eiv1982f	@eiv1982f	227.39	228.77	регулирующий жест: иди!
gestMeaning@eiv1982f	@eiv1982f	232.345	234.01	жест внутреннего состояния: ожидание
gestMeaning@eiv1982f	@eiv1982f	241.255	242.865	жест внутреннего состояния: смущение
gestMeaning@eiv1982f	@eiv1982f	244.565	246.925	подчёркивает ритм фразы
gestMeaning@eiv1982f	@eiv1982f	252.76	256.415	жест внутреннего состояния: задуматься
gestMeaning@eiv1982f	@eiv1982f	259.67	262.72	подчёркивает эмфазу, изобразительный жест: один раз
gestMeaning@eiv1982f	@eiv1982f	263.625	265.96	жест речевого действия: насмешка
gestMeaning@eiv1982f	@eiv1982f	267.045	268.355	жест речевого действия: насмешка
gestMeaning@eiv1982f	@eiv1982f	269.01	270.93	жест внутреннего состояния: манерность
gestMeaning@eiv1982f	@eiv1982f	270.955	272.552	жест внутреннего состояния: манерность
gestMeaning@eiv1982f	@eiv1982f	272.597	273.517	изобразительный жест: очки
gestMeaning@eiv1982f	@eiv1982f	273.572	275.782	жест внутреннего состояния: веселье
gestMeaning@eiv1982f	@eiv1982f	282.26	282.82	поддерживает коммуникацию
gestMeaning@eiv1982f	@eiv1982f	300.65	301.27	жест внутреннего состояния: ясно без слов
gestMeaning@eiv1982f	@eiv1982f	301.295	302.835	подчёркивает эмфазу
gestMeaning@eiv1982f	@eiv1982f	302.85	304.1	поддерживает свою коммуникацию
gestMeaning@eiv1982f	@eiv1982f	305.36	306.76	поддерживает свою коммуникацию
gestMeaning@eiv1982f	@eiv1982f	306.775	307.935	поддерживает свою коммуникацию
gestMeaning@eiv1982f	@eiv1982f	309.58	311.01	жест речевого действия: риторический вопрос
gestMeaning@eiv1982f	@eiv1982f	317.07	318.31	поддерживает свою коммуникацию
gestMeaning@eiv1982f	@eiv1982f	318.355	322.5	поддерживает свою коммуникацию
gestMeaning@eiv1982f	@eiv1982f	322.525	324.32	жест речевого действия: отрицание
gestMeaning@eiv1982f	@eiv1982f	324.36	325.82	дейктический жест: общеуказательный
